iter	Passed	Remaining
579	921	667
580	922	665
581	924	663
582	925	661
583	926	659
584	926	657
585	928	655
586	928	653
587	930	651
588	931	649
589	932	647
590	933	645
591	933	643
592	934	641
593	935	639
594	936	637
595	937	635
596	938	633
597	939	631
598	940	629
599	941	627
600	943	626
601	945	624
602	946	623
603	948	621
604	948	619
605	949	617
606	950	615
607	951	613
608	952	611
609	953	609
610	954	607
611	956	606
612	957	604
613	958	602
614	960	601
615	961	599
616	962	597
617	963	595
618	964	593
619	965	591
620	966	589
621	967	587
622	969	586
623	970	584
624	971	582
625	972	580
626	973	579
627	974	577
628	975	575
629	977	573
630	978	571
631	979	570
632	979	568
633	980	566
634	981	564
635	983	562
636	984	561
637	985	559
638	987	557
639	989	556
640	990	554
641	991	552
642	992	551
643	993	549
644	994	547
645	995	545
646	996	543
647	997	541
648	998	540
649	999	538
650	1000	536
651	1001	534
652	1002	532
653	1003	530
654	1004	529
655	1005	527
656	1006	525
657	1007	523
658	1008	521
659	1009	519
660	1010	518
661	1011	516
662	1012	514
663	1013	512
664	1014	510
665	1015	509
666	1015	507
667	1016	505
668	1017	503
669	1018	501
670	1020	500
671	1021	498
672	1022	496
673	1023	494
674	1024	493
675	1025	491
676	1026	489
677	1027	487
678	1028	486
679	1029	484
680	1029	482
681	1030	480
682	1031	478
683	1032	477
684	1033	475
685	1034	473
686	1035	471
687	1036	470
688	1037	468
689	1038	466
690	1039	464
691	1040	463
692	1041	461
693	1042	459
694	1043	458
695	1044	456
696	1045	454
697	1046	452
698	1047	450
699	1048	449
700	1049	447
701	1050	445
702	1051	444
703	1051	442
704	1052	440
705	1053	438
706	1054	437
707	1056	435
708	1057	434
709	1058	432
710	1059	430
711	1060	428
712	1061	427
713	1062	425
714	1063	423
715	1064	422
716	1065	420
717	1066	418
718	1067	417
719	1067	415
720	1069	413
721	1070	412
722	1071	410
723	1072	408
724	1073	407
725	1074	405
726	1075	403
727	1076	402
728	1077	400
729	1078	398
730	1079	397
731	1080	395
732	1081	393
733	1082	392
734	1083	390
735	1083	388
736	1084	387
737	1086	385
738	1087	384
739	1088	382
740	1089	380
741	1090	379
742	1091	377
743	1092	375
744	1093	374
745	1094	372
746	1096	371
747	1098	369
748	1099	368
749	1102	367
750	1103	365
751	1104	364
752	1105	362
753	1106	361
754	1108	359
755	1109	358
756	1110	356
757	1111	354
758	1112	353
759	1113	351
760	1114	349
761	1115	348
762	1116	346
763	1117	345
764	1118	343
765	1119	341
766	1120	340
767	1121	338
768	1122	337
769	1123	335
770	1124	333
771	1125	332
772	1126	330
773	1127	329
774	1128	327
775	1129	325
776	1130	324
777	1131	322
778	1132	321
779	1133	319
780	1134	318
781	1135	316
782	1136	315
783	1137	313
784	1138	311
785	1139	310
786	1140	308
787	1141	307
788	1142	305
789	1143	304
790	1145	302
791	1146	301
792	1147	299
793	1148	297
794	1149	296
795	1149	294
796	1150	293
797	1152	291
798	1152	290
799	1153	288
800	1154	286
801	1155	285
802	1156	283
803	1157	282
804	1158	280
805	1159	279
806	1160	277
807	1161	276
808	1162	274
809	1163	272
810	1164	271
811	1165	269
812	1166	268
813	1167	266
814	1168	265
815	1169	263
816	1170	262
817	1171	260
818	1171	258
819	1172	257
820	1174	255
821	1175	254
822	1176	253
823	1177	251
824	1178	249
825	1179	248
826	1181	247
827	1182	245
828	1183	244
829	1184	242
830	1185	241
831	1186	239
832	1186	237
833	1187	236
834	1189	234
835	1190	233
836	1191	232
837	1192	230
838	1193	228
839	1193	227
840	1194	225
841	1196	224
842	1197	223
843	1199	221
844	1200	220
845	1201	218
846	1201	217
847	1202	215
848	1204	214
849	1205	212
850	1206	211
851	1206	209
852	1207	208
853	1208	206
854	1209	205
855	1210	203
856	1212	202
857	1213	200
858	1214	199
859	1215	197
860	1216	196
861	1218	195
862	1219	193
863	1221	192
864	1222	190
865	1223	189
866	1225	187
867	1228	186
868	1231	185
869	1234	184
870	1235	183
871	1237	181
872	1239	180
873	1241	178
874	1242	177
875	1244	176
876	1245	174
877	1247	173
878	1248	171
879	1249	170
880	1250	168
881	1252	167
882	1254	166
883	1255	164
884	1256	163
885	1258	161
886	1259	160
887	1263	159
888	1264	157
889	1268	156
890	1273	155
891	1278	154
892	1280	153
893	1281	151
894	1284	150
895	1287	149
896	1288	148
897	1290	146
898	1291	145
899	1293	143
900	1294	142
901	1295	140
902	1296	139
903	1298	137
904	1299	136
905	1300	134
906	1301	133
907	1302	131
908	1303	130
909	1304	129
910	1305	127
911	1306	126
912	1308	124
913	1309	123
914	1310	121
915	1311	120
916	1312	118
917	1313	117
918	1314	115
919	1315	114
920	1316	112
921	1317	111
922	1318	109
923	1318	108
924	1319	107
925	1320	105
926	1322	104
927	1323	102
928	1324	101
929	1325	99
930	1326	98
931	1327	96
932	1328	95
933	1329	93
934	1330	92
935	1330	91
936	1331	89
937	1332	88
938	1333	86
939	1334	85
940	1335	83
941	1337	82
942	1338	80
943	1339	79
944	1340	78
945	1341	76
946	1342	75
947	1343	73
948	1344	72
949	1345	70
950	1346	69
951	1347	67
952	1347	66
953	1348	65
954	1349	63
955	1350	62
956	1352	60
957	1353	59
958	1354	57
959	1355	56
960	1356	55
961	1357	53
962	1358	52
963	1360	50
964	1362	49
965	1363	47
966	1364	46
967	1366	45
968	1367	43
969	1368	42
970	1369	40
971	1370	39
972	1372	38
973	1373	36
974	1374	35
975	1375	33
976	1376	32
977	1377	30
978	1378	29
979	1378	28
980	1379	26
981	1380	25
982	1383	23
983	1384	22
984	1385	21
985	1386	19
986	1387	18
987	1388	16
988	1388	15
989	1389	14
990	1390	12
991	1391	11
992	1392	9
993	1393	8
994	1394	7
995	1395	5
996	1397	4
997	1398	2
998	1399	1
999	1400	0
